"","A10_S18_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","A11_S21_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","A7_S12_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","A9_S15_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B10_S19_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B11_S22_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B7_S13_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B9_S16_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","C2_S6_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","C7_S14_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D0_S1_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D1_S4_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D3_S8_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D4_S10_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D5_S11_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","E0_S2_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","E1_S5_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","E2_S7_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","F10_S20_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam"
"dp_gene11905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11906",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11911",4,2,4,6,1,1,2,3,0,0,0,2,2,0,2,6,5,4,3
"dp_gene11912",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11913",2,0,2,0,0,0,1,0,0,2,0,2,0,0,1,0,0,1,1
"dp_gene11914",0,3,4,1,1,3,18,4,1,3,0,0,0,0,0,9,4,1,4
"dp_gene11915",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0
"dp_gene11916",4,2,4,6,1,1,2,2,0,0,0,2,2,0,3,7,4,6,2
"dp_gene11917",0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,0,2
"dp_gene11918",0,0,1,1,0,1,10,0,0,4,0,1,0,1,0,6,6,0,3
"dp_gene11919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene11920",0,1,0,0,1,4,7,3,3,0,0,0,0,0,0,2,5,5,3
"dp_gene11921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11925",0,3,2,1,1,2,17,3,1,2,0,0,0,0,3,10,1,1,4
"dp_gene11926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11927",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11928",0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,1,2,1
"dp_gene11929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene11932",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"dp_gene11933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"dp_gene11935",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"dp_gene11936",0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
"dp_gene11937",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11939",1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1
"dp_gene11940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11947",0,1,1,0,0,1,5,0,0,1,0,0,0,0,0,1,0,1,1
"dp_gene11948",0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
"dp_gene11949",5,0,2,2,4,3,0,1,1,2,0,1,0,0,0,8,7,10,2
"dp_gene11950",2,2,4,4,20,38,37,19,15,8,6,3,0,1,12,4,2,4,0
"dp_gene11951",5,15,10,6,98,104,101,36,60,68,66,46,25,13,65,53,13,23,30
"dp_gene11952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"dp_gene11953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11954",15,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11955",1,1,1,5,0,0,0,0,1,0,0,0,0,0,1,2,2,1,0
"dp_gene11956",2,3,1,3,2,0,1,1,1,1,0,0,0,0,0,0,1,0,0
"dp_gene11957",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11958",20,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11959",0,0,1,1,0,2,0,2,0,4,1,2,0,0,1,1,0,0,0
"dp_gene11960",10,4,3,5,1,3,5,2,1,5,3,7,0,0,4,7,4,9,3
"dp_gene11961",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11963",0,1,0,1,0,1,8,1,0,1,0,0,0,0,0,3,3,1,1
"dp_gene11964",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"dp_gene11965",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"dp_gene11966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11967",446,626,572,734,667,920,1302,869,992,1096,377,560,163,269,589,453,455,356,100
"dp_gene11968",125,154,149,219,179,240,300,203,202,235,97,130,21,71,128,103,117,62,26
"dp_gene11969",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,2
"dp_gene11970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11971",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,4
"dp_gene11972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"dp_gene11973",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"dp_gene11974",0,0,2,2,0,0,1,1,1,0,0,2,0,0,0,1,0,1,0
"dp_gene11975",114,160,177,210,334,351,532,365,163,349,82,121,38,66,123,272,305,156,74
"dp_gene11976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"dp_gene11978",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11979",2173,3645,3533,4039,5377,5835,6473,4547,4490,4793,1792,2004,838,671,2451,1512,1414,1130,526
"dp_gene11980",0,0,0,0,4,2,3,1,3,3,0,2,0,2,1,4,0,1,0
"dp_gene11981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
"dp_gene11982",2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
"dp_gene11983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11985",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11987",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0
"dp_gene11988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11989",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"dp_gene11990",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene11991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11992",0,0,2,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0
"dp_gene11993",1083,1304,1284,1544,3188,2961,3377,2204,1146,2038,654,765,221,301,843,1500,1516,1062,617
"dp_gene11994",283,317,293,266,308,389,534,289,451,401,254,301,69,117,382,359,318,279,208
"dp_gene11995",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0
"dp_gene11996",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene11998",1,4,3,1,1,2,0,4,5,1,0,0,0,0,0,2,0,0,1
"dp_gene11999",0,0,0,0,0,0,1,0,0,1,1,5,0,0,0,0,4,3,6
"dp_gene12000",0,0,3,0,7,8,3,3,5,0,5,3,0,0,1,7,6,4,2
"dp_gene12001",6,4,1,5,5,1,7,2,1,0,7,4,0,2,6,3,5,4,1
"dp_gene12002",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"dp_gene12003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12005",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"dp_gene12006",1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"dp_gene12007",1,1,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2
"dp_gene12008",4,3,3,4,3,2,3,0,2,2,2,1,1,0,0,3,5,9,4
"dp_gene12009",7,23,12,14,55,57,57,36,41,30,44,40,0,14,48,26,11,21,26
"dp_gene12010",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12011",0,0,0,0,0,0,2,0,1,1,0,2,0,0,1,1,4,2,1
"dp_gene12012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
"dp_gene12014",1,1,1,2,6,2,1,0,0,0,0,1,0,0,0,7,1,3,2
"dp_gene12015",94,70,47,43,40,49,56,28,61,42,64,72,7,63,109,123,110,93,68
"dp_gene12016",178,344,357,415,585,676,791,478,586,573,336,313,104,79,423,318,258,314,255
"dp_gene12017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"dp_gene12018",1,4,5,5,3,0,3,0,2,2,0,3,0,2,2,6,0,2,1
"dp_gene12019",0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12020",4,4,8,9,9,7,5,2,3,8,2,0,0,0,0,1,0,0,3
"dp_gene12021",0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"dp_gene12022",3,3,6,22,2,6,11,4,18,13,20,14,11,9,27,37,17,28,12
"dp_gene12023",9,5,6,8,3,3,8,5,12,10,8,11,3,4,13,13,5,15,4
"dp_gene12024",0,0,0,0,2,1,7,5,17,4,1,6,1,1,6,4,5,2,2
"dp_gene12025",0,0,0,0,2,4,8,1,10,8,6,4,0,1,4,0,1,6,2
"dp_gene12026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1
"dp_gene12027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12028",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"dp_gene12029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12031",3,5,4,3,1,3,0,0,0,0,1,0,1,0,0,3,1,1,0
"dp_gene12032",3,1,0,0,1,2,2,1,0,0,0,0,3,0,2,1,0,2,6
"dp_gene12033",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"dp_gene12034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12035",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"dp_gene12036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"dp_gene12037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12043",5,23,16,21,22,20,17,19,5,5,2,1,0,0,3,1,2,2,0
"dp_gene12044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12047",0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1
"dp_gene12048",1,2,1,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"dp_gene12049",7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12051",0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12052",11,2,13,8,1,4,6,7,0,4,0,5,0,0,0,1,3,0,0
"dp_gene12053",185,141,126,82,59,49,83,60,76,53,49,54,22,20,57,43,31,22,15
"dp_gene12054",106,110,89,59,73,74,137,63,149,148,108,143,34,66,183,182,196,169,85
"dp_gene12055",123,116,95,86,168,211,318,185,356,257,327,500,89,202,503,609,638,551,385
"dp_gene12056",0,0,1,1,6,4,10,7,8,8,5,6,0,1,5,8,5,0,0
"dp_gene12057",74,108,63,64,19,15,43,15,20,25,31,27,1,19,33,32,32,33,36
"dp_gene12058",1,3,1,3,0,1,2,3,1,2,0,1,0,0,0,1,0,1,0
"dp_gene12059",30,24,13,12,15,22,39,17,34,24,33,38,8,10,46,74,36,54,71
"dp_gene12060",0,5,3,6,8,18,16,10,5,10,4,0,0,0,6,2,2,5,8
"dp_gene12061",14,20,28,23,26,25,43,20,12,15,4,2,1,0,2,4,2,6,10
"dp_gene12062",0,3,4,4,4,13,9,7,2,11,3,7,0,3,7,3,7,3,5
"dp_gene12063",0,4,2,9,5,4,5,4,0,1,2,2,0,0,0,2,6,4,0
"dp_gene12064",108,121,94,80,75,105,151,74,138,102,185,171,52,83,232,292,178,203,312
"dp_gene12065",0,1,1,0,1,2,3,0,2,0,0,0,0,0,0,0,0,0,1
"dp_gene12066",15,18,14,24,24,27,36,11,9,7,3,2,1,1,3,7,1,7,9
"dp_gene12067",7,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"dp_gene12068",6,9,9,8,3,6,2,1,3,3,0,0,0,0,0,0,0,0,1
"dp_gene12069",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12070",3,0,1,0,6,2,4,4,0,6,0,0,0,0,2,0,0,1,1
"dp_gene12071",12,11,17,8,11,3,1,3,1,1,2,0,0,0,3,3,0,0,8
"dp_gene12072",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"dp_gene12073",14,9,24,8,13,11,15,6,10,20,2,8,0,1,9,4,1,1,0
"dp_gene12074",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12075",5,7,10,13,12,13,26,10,14,8,7,5,0,0,4,4,5,0,1
"dp_gene12076",6,11,13,15,9,14,29,13,14,6,7,8,0,1,11,3,6,0,2
"dp_gene12077",0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"dp_gene12078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"dp_gene12079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,22
"dp_gene12080",2,1,14,9,19,16,17,12,8,11,1,4,2,0,4,8,2,5,1
"dp_gene12081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6
"dp_gene12082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12083",0,1,1,1,4,7,7,3,11,4,7,5,1,0,6,5,4,0,3
"dp_gene12084",9,3,0,3,4,4,2,4,0,1,3,2,0,0,2,3,4,2,3
"dp_gene12085",0,2,2,1,0,2,1,0,0,1,2,2,0,0,3,0,1,1,2
"dp_gene12086",1,1,4,2,7,10,11,2,9,3,5,1,4,1,3,1,0,0,1
"dp_gene12087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"dp_gene12088",6,4,3,2,6,4,2,1,5,14,5,5,1,2,3,9,3,2,3
"dp_gene12089",1,1,1,1,0,2,4,1,1,0,5,3,0,1,2,13,3,6,13
"dp_gene12090",273,234,177,168,137,173,224,113,138,156,110,76,32,17,83,87,50,47,129
"dp_gene12091",0,2,3,1,2,2,3,0,3,6,5,5,1,2,9,7,3,7,3
"dp_gene12092",0,2,0,1,3,2,2,1,1,0,3,4,3,0,2,6,5,4,4
"dp_gene12093",0,3,0,2,2,4,5,2,2,6,6,3,0,4,5,3,5,6,5
"dp_gene12094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene12095",4,5,3,5,5,7,7,7,10,10,2,8,8,2,15,5,5,6,0
"dp_gene12096",3,7,6,6,9,11,11,4,3,10,3,4,0,4,5,6,1,0,3
"dp_gene12097",18,41,21,35,35,29,42,32,25,22,17,3,2,3,10,7,5,9,16
"dp_gene12098",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12101",0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12103",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12104",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"dp_gene12106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"dp_gene12107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"dp_gene12108",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"dp_gene12109",1,0,1,3,5,8,6,7,2,6,12,5,0,5,17,13,7,5,12
"dp_gene12110",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"dp_gene12111",2,2,2,4,10,15,20,6,37,15,22,31,3,4,29,32,21,16,24
"dp_gene12112",18,3,8,6,1,0,2,0,0,0,1,2,0,0,1,1,4,2,0
"dp_gene12113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12114",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"dp_gene12115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12117",1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"dp_gene12118",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12120",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12123",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12125",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12126",1,5,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12129",1,5,1,5,0,4,2,2,0,1,1,0,0,1,1,2,4,0,3
"dp_gene12130",12,5,13,6,3,1,3,0,0,1,24,27,7,19,36,246,133,131,95
"dp_gene12131",2,4,1,2,2,4,5,1,0,1,0,0,0,0,0,2,1,2,2
"dp_gene12132",59,63,52,79,78,84,128,79,93,115,52,71,34,35,64,47,55,52,11
"dp_gene12133",89,46,85,37,38,38,51,19,49,38,36,89,10,48,64,81,115,87,14
"dp_gene12134",7,13,9,9,0,0,3,1,0,1,0,1,0,0,2,2,0,2,0
"dp_gene12135",14,19,16,16,16,10,11,7,7,19,13,10,0,3,5,5,8,6,7
"dp_gene12136",3,6,5,9,6,8,9,3,26,9,14,8,11,10,16,7,11,5,2
"dp_gene12137",5,5,4,3,2,2,7,4,5,5,5,5,0,10,14,8,13,12,6
"dp_gene12138",3517,4220,4398,4732,6302,7543,10509,6885,8204,8810,7263,8277,2055,3538,9296,9199,8056,8557,3342
"dp_gene12139",16,28,33,27,26,36,59,22,36,41,13,9,2,2,19,4,7,1,2
"dp_gene12140",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12142",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"dp_gene12143",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12144",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene12145",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12147",10,34,42,23,36,32,44,34,8,16,4,2,0,0,2,2,1,2,1
"dp_gene12148",4,1,4,7,12,6,6,4,1,0,0,0,0,0,1,0,0,0,0
"dp_gene12149",1,2,2,3,12,10,3,2,4,2,0,2,0,0,0,4,4,15,2
"dp_gene12150",7,5,5,3,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0
"dp_gene12151",4,2,0,0,0,0,1,2,3,0,6,3,1,3,2,5,0,2,13
"dp_gene12152",2,0,8,4,5,4,15,2,85,11,87,59,13,14,103,159,42,50,112
"dp_gene12153",129,119,109,109,78,94,178,103,149,143,127,175,46,118,206,306,184,232,296
"dp_gene12154",8,17,12,16,12,22,17,17,23,17,15,14,11,13,22,25,20,16,7
"dp_gene12155",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
"dp_gene12156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"dp_gene12157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene12158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12160",0,0,0,0,0,0,0,1,2,0,14,0,2,1,3,9,10,14,11
"dp_gene12161",2,2,2,0,0,0,2,0,1,0,0,2,3,0,5,4,1,3,10
"dp_gene12162",0,1,1,1,9,10,26,0,15,14,105,53,17,26,147,198,75,85,682
"dp_gene12163",0,2,0,0,2,0,1,0,0,2,3,0,0,0,3,3,2,2,3
"dp_gene12164",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6
"dp_gene12165",3,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"dp_gene12166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12167",6,17,19,20,38,34,45,37,51,42,34,23,20,10,43,49,32,45,27
"dp_gene12168",0,0,0,0,0,0,4,3,2,0,5,5,0,0,0,1,2,2,4
"dp_gene12169",0,2,3,1,0,0,1,0,1,3,5,9,3,4,5,5,6,3,8
"dp_gene12170",412,256,221,202,94,85,66,76,15,43,23,16,3,5,32,82,23,33,91
"dp_gene12171",4,31,18,20,67,71,99,56,104,96,56,91,25,34,74,57,77,52,20
"dp_gene12172",1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,2,1,0
"dp_gene12173",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12174",0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
"dp_gene12175",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12177",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"dp_gene12178",2,0,0,1,0,1,2,0,0,0,0,1,0,0,0,2,0,0,1
"dp_gene12179",1,2,1,2,0,3,4,2,1,0,0,0,0,0,1,4,1,0,1
"dp_gene12180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene12181",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"dp_gene12182",0,0,0,0,2,2,1,0,3,1,0,1,0,0,1,3,4,2,3
"dp_gene12183",0,0,0,0,0,1,1,1,1,1,5,1,0,3,4,3,1,5,3
"dp_gene12184",0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,0
"dp_gene12185",2,29,27,57,79,79,105,52,51,63,71,36,14,10,80,60,34,52,45
