UMM-S273-2.27-mRNA-1	GO:0008289 
UMS-S2845-16.23-mRNA-1	GO:0004359
UMM-S7-58.21-mRNA-1	GO:0004843
UMM-S7-58.26-mRNA-1	GO:0000785
UMM-S7-58.20-mRNA-1	GO:0016020
UMM-S7-58.25-mRNA-1	GO:0016021
UMM-S7-58.19-mRNA-1	GO:0006511
UMM-S7-57.43-mRNA-1	GO:0005739
UMA-S230-15.18-mRNA-1	GO:0016787
UMA-S7-57.47-mRNA-1	GO:0016787
UMM-S7-57.41-mRNA-1	GO:0016567
UMM-S71-4.61-mRNA-1	GO:0016020
UMM-S7-57.17-mRNA-1	GO:0016020
UMM-S2838-9.66-mRNA-1	GO:0016020
UMM-S7-57.31-mRNA-1	GO:0016020
UMM-S7-57.38-mRNA-1	GO:0016020
UMM-S7-57.21-mRNA-1	GO:0003920
UMM-S7-57.15-mRNA-1	GO:0016787
UMM-S7-56.26-mRNA-1	GO:0055088
UMM-S7-56.20-mRNA-1	GO:0003677
UMS-S7-56.58-mRNA-1	GO:0016020
UMM-S7-56.34-mRNA-1	GO:0016791
UMM-S7-56.17-mRNA-2	GO:0016787
UMM-S2877-1.19-mRNA-1	GO:0016787
UMS-S7-56.53-mRNA-1	GO:0016887
UMM-S7-56.28-mRNA-1	GO:0005634
UMM-S7-56.37-mRNA-1	GO:0005634
UMM-S7-56.16-mRNA-1	GO:0005634
UMS-S7-56.43-mRNA-1	GO:0017137
UMM-S7-55.66-mRNA-1	GO:0015935
UMM-S13-46.33-mRNA-1	GO:0045454
UMS-S7-55.54-mRNA-1	GO:0045454
UMM-S322-1.69-mRNA-1	GO:0045454
UMM-S7-56.18-mRNA-1	GO:0016020
UMM-S7-55.73-mRNA-1	GO:0016020
UMA-S7-55.25-mRNA-1	GO:0016021
UMA-S7-55.24-mRNA-1	GO:0016021
UMM-S7-55.11-mRNA-1	GO:0016021
UMM-S7-55.1-mRNA-1	GO:0008289
UMS-S7-55.36-mRNA-1	GO:0019825
UMM-S7-54.29-mRNA-1	GO:0016020
UMM-S7-54.34-mRNA-1	GO:0016020
UMM-S2840-75.28-mRNA-1	GO:0016021
UMM-S7-54.33-mRNA-1	GO:0016021
UMM-S2838-46.107-mRNA-1	GO:0016021
UMM-S2859-10.34-mRNA-1	GO:0016021
UMM-S7-54.32-mRNA-1	GO:0016021
UMM-S7-54.30-mRNA-1	GO:0009190
UMM-S245-17.38-mRNA-1	GO:0046872
UMM-S7-53.21-mRNA-1	GO:0046872
UMM-S7-53.30-mRNA-1	GO:0055085
UMS-S7-53.14-mRNA-1	GO:0016021
UMM-S283-12.0-mRNA-1	GO:0016021
UMM-S7-53.37-mRNA-1	GO:0016021
UMM-S7-53.29-mRNA-1	GO:0016798
UMS-S7-53.6-mRNA-1	GO:0016020
UMS-S2838-30.17-mRNA-1	GO:0016020
UMS-S7-53.5-mRNA-1	GO:0003743
UMM-S7-53.22-mRNA-1	GO:0016020
UMA-S7-52.43-mRNA-1	GO:0000398
UMM-S7-52.15-mRNA-1	GO:0034427
UMM-S7-52.14-mRNA-1	GO:0009792
UMM-S7-52.33-mRNA-1	GO:0016020
UMM-S2847-1.18-mRNA-1	GO:0016020
UMM-S2847-1.26-mRNA-1	GO:0016020
UMM-S2847-1.25-mRNA-1	GO:0016020
UMS-S2847-1.47-mRNA-1	GO:0016020
UMM-S7-52.32-mRNA-1	GO:0046872
UMM-S7-52.31-mRNA-1	GO:0005524
UMS-S7-51.17-mRNA-1	GO:0005634
UMM-S7-51.7-mRNA-1	GO:0055085
UMA-S7-51.23-mRNA-1	GO:0005615
UMA-S245-15.3-mRNA-1	GO:0005615
UMM-S7-51.0-mRNA-1	GO:0003676
UMM-S7-50.36-mRNA-1	GO:0016020
UMM-S7-50.35-mRNA-1	GO:0016020
UMM-S7-50.34-mRNA-1	GO:0007213
UMM-S7-50.31-mRNA-1	GO:0045041
UMM-S7-50.33-mRNA-1	GO:0042302
UMM-S7-50.32-mRNA-1	GO:0004672
UMM-S325-2.29-mRNA-1	GO:0006355
UMM-S71-33.71-mRNA-1	GO:0006974
UMM-S71-33.70-mRNA-1	GO:0003676
UMM-S2864-28.2-mRNA-1	GO:0003729
UMM-S13-9.44-mRNA-1	GO:0003729
UMM-S50-40.19-mRNA-1	GO:0003729
UMM-S469-1.56-mRNA-1	GO:0051015
UMM-S2-0.7-mRNA-1	GO:0016021
UMM-S2840-80.74-mRNA-1	GO:0016021
UMM-S2840-44.38-mRNA-1	GO:0016021
UMM-S2840-71.33-mRNA-1	GO:0016021
UMM-S2840-42.30-mRNA-1	GO:0016021
UMM-S2864-15.8-mRNA-1	GO:0016021
UMM-S2838-47.128-mRNA-1	GO:0016021
UMM-S2840-90.40-mRNA-1	GO:0016021
UMM-S576-0.9-mRNA-1	GO:1902412
UMM-S576-0.37-mRNA-1	GO:0006614
UMM-S233-19.78-mRNA-1	GO:0006260
UMM-S233-19.77-mRNA-2	GO:0051301
UMM-S2874-0.35-mRNA-1	GO:0048589
UMM-S139-7.56-mRNA-1	GO:0016021
UMA-S296-7.26-mRNA-1	GO:0016021
UMS-S2842-6.26-mRNA-1	GO:0016021
UMM-S2874-0.31-mRNA-1	GO:0016021
UMM-S2874-0.36-mRNA-2	GO:0051082
UMM-S2874-0.32-mRNA-2	GO:0090305
UMM-S2874-0.18-mRNA-1	GO:0061630
UMM-S2874-0.34-mRNA-3	GO:0005811
UMM-S2874-1.2-mRNA-1	GO:0005634
UMM-S2874-1.3-mRNA-1	GO:2000243
UMM-S2874-1.4-mRNA-1	GO:0043235
UMM-S2874-1.13-mRNA-1	GO:0098655
UMM-S283-6.21-mRNA-1	GO:0098655
UMM-S2874-1.6-mRNA-1	GO:0006048
UMM-S2874-2.55-mRNA-1	GO:0006974
UMA-S2874-2.38-mRNA-1	GO:0008236
UMM-S2874-2.57-mRNA-1	GO:0003700
UMM-S2874-2.28-mRNA-4	GO:0030975
UMS-S2874-2.13-mRNA-1	GO:0045893
UMM-S2874-3.49-mRNA-1	GO:0017183
UMM-S2874-3.44-mRNA-1	GO:0034457
UMM-S2874-3.27-mRNA-1	GO:0050877
UMM-S2874-4.35-mRNA-1	GO:0018996
UMM-S2874-4.20-mRNA-1	GO:0016021
UMA-S2874-4.29-mRNA-1	GO:0007166
UMM-S2874-4.41-mRNA-1	GO:0005524
UMM-S2874-4.43-mRNA-1	GO:0005524
UMM-S2874-4.42-mRNA-1	GO:0005524
UMM-S2874-5.19-mRNA-1	GO:0016787
UMM-S2874-6.44-mRNA-1	GO:0042770
UMM-S207-5.30-mRNA-2	GO:0035869
UMM-S2874-5.21-mRNA-1	GO:0035869
UMM-S2874-5.22-mRNA-1	GO:0042302
UMM-S2874-6.45-mRNA-1	GO:0043047
UMM-S2874-6.46-mRNA-1	GO:0016624
UMS-S2874-6.60-mRNA-1	GO:0000172
UMS-S2874-6.61-mRNA-1	GO:0005524
UMM-S2874-5.23-mRNA-1	GO:0016020
UMA-S2874-6.31-mRNA-1	GO:0051015
UMM-S2874-6.1-mRNA-1	GO:0032259
UMM-S2840-3.85-mRNA-2	GO:0016020
UMA-S2874-6.36-mRNA-1	GO:0016021
UMM-S2847-10.30-mRNA-1	GO:0016021
UMM-S2874-6.49-mRNA-1	GO:0016020
UMM-S2874-6.43-mRNA-1	GO:0005643
UMM-S2874-7.16-mRNA-1	GO:0005856
UMM-S2874-8.61-mRNA-1	GO:0010181
UMA-S2874-7.8-mRNA-1	GO:0004672
UMM-S2874-8.62-mRNA-1	GO:0051276
UMM-S2874-8.63-mRNA-1	GO:0016020
UMM-S2874-8.26-mRNA-1	GO:0005840
UMS-S2864-11.14-mRNA-1	GO:0034220
UMA-S2874-8.22-mRNA-1	GO:0034220
UMS-S139-4.0-mRNA-1	GO:0034220
UMS-S2874-8.88-mRNA-1	GO:0016020
UMM-S2838-8.70-mRNA-1	GO:0016798
UMM-S273-12.34-mRNA-1	GO:0016798
UMM-S2838-8.72-mRNA-3	GO:0005272
UMM-S477-0.29-mRNA-1	GO:0016021
UMS-S2859-10.35-mRNA-1	GO:0003993
UMM-S477-0.30-mRNA-1	GO:0003993
UMM-S477-0.7-mRNA-7	GO:0022625
UMM-S477-0.2-mRNA-1	GO:0005634
UMM-S10-11.39-mRNA-1	GO:0003676
UMS-S2845-25.12-mRNA-1	GO:0003676
UMA-S2861-6.25-mRNA-1	GO:0003676
UMA-S2840-56.21-mRNA-1	GO:0055085
UMM-S2840-56.7-mRNA-1	GO:0055085
UMM-S196-3.34-mRNA-1	GO:0006355
UMM-S2873-1.6-mRNA-1	GO:0006355
UMS-S196-5.28-mRNA-1	GO:0006355
UMM-S413-2.68-mRNA-1	GO:0010390
UMM-S413-2.80-mRNA-1	GO:0005623
UMM-S196-20.23-mRNA-1	GO:0004004
UMM-S283-2.0-mRNA-1	GO:0008568
UMM-S7-28.8-mRNA-1	GO:0019901
UMM-S7-28.42-mRNA-1	GO:0016020
UMM-S7-27.18-mRNA-1	GO:0016020
UMM-S7-27.59-mRNA-1	GO:0005525
UMM-S7-27.58-mRNA-1	GO:0016020
UMM-S7-27.16-mRNA-1	GO:0051603
UMM-S7-27.5-mRNA-1	GO:0006412
UMM-S13-66.29-mRNA-1	GO:0006412
UMM-S7-2.7-mRNA-1	GO:0005634
UMM-S7-26.19-mRNA-1	GO:0003735
UMA-S7-26.46-mRNA-1	GO:0005524
UMM-S7-26.16-mRNA-1	GO:0020037
UMM-S7-25.57-mRNA-1	GO:0016021
UMA-S7-25.25-mRNA-1	GO:0016021
UMM-S7-25.48-mRNA-1	GO:0016021
UMM-S7-25.47-mRNA-1	GO:0009792
UMA-S7-25.24-mRNA-1	GO:0019905
UMM-S7-25.46-mRNA-1	GO:0006814
UMM-S7-25.54-mRNA-1	GO:0000938
UMM-S7-25.12-mRNA-1	GO:0016020
UMA-S2844-34.54-mRNA-1	GO:0032991
UMS-S7-25.28-mRNA-1	GO:0046872
UMM-S2844-34.25-mRNA-1	GO:0046872
UMM-S7-24.27-mRNA-1	GO:0031418
UMM-S7-24.26-mRNA-1	GO:0008830
UMM-S7-24.25-mRNA-1	GO:0003841
UMM-S7-24.22-mRNA-1	GO:0016020
UMM-S7-24.23-mRNA-1	GO:0016020
UMM-S7-24.10-mRNA-1	GO:0016233
UMM-S7-23.30-mRNA-1	GO:0016020
UMA-S293-1.26-mRNA-1	GO:0016021
UMM-S7-23.12-mRNA-1	GO:0019905
UMM-S7-23.17-mRNA-1	GO:0051536
UMM-S7-23.24-mRNA-1	GO:0061630
UMA-S7-22.39-mRNA-1	GO:0046872
UMA-S71-0.40-mRNA-1	GO:0003676
UMM-S7-22.17-mRNA-1	GO:0003676
UMM-S7-22.29-mRNA-1	GO:0005871
UMM-S7-21.4-mRNA-1	GO:0005730
UMM-S7-21.12-mRNA-1	GO:0003676
UMM-S7-21.45-mRNA-1	GO:0016603
UMM-S7-21.2-mRNA-1	GO:0005743
UMM-S7-21.54-mRNA-1	GO:0016020
UMM-S7-21.41-mRNA-1	GO:0016746
UMM-S2840-87.95-mRNA-1	GO:0016570
UMM-S7-20.31-mRNA-1	GO:0016570
UMM-S7-20.14-mRNA-1	GO:0006511
UMM-S7-20.13-mRNA-1	GO:0003824
UMM-S7-20.12-mRNA-1	GO:0005634
UMM-S7-20.27-mRNA-1	GO:0000995
UMM-S2840-75.29-mRNA-1	GO:0016020
UMM-S7-21.52-mRNA-1	GO:0016020
UMA-S7-19.36-mRNA-1	GO:0016020
UMM-S7-19.47-mRNA-4	GO:0016020
UMM-S2854-6.37-mRNA-1	GO:0010951
UMM-S7-19.55-mRNA-1	GO:0004867
UMA-S7-19.30-mRNA-1	GO:0016021
UMM-S7-19.41-mRNA-1	GO:0006612
UMM-S7-18.13-mRNA-2	GO:0005998
UMA-S2840-76.10-mRNA-1	GO:0016020
UMM-S7-18.6-mRNA-1	GO:0016020
UMM-S2840-5.67-mRNA-1	GO:0016020
UMA-S7-18.37-mRNA-1	GO:0010469
UMM-S7-18.12-mRNA-1	GO:0010469
UMM-S7-18.56-mRNA-1	GO:0016020
UMM-S7-18.48-mRNA-1	GO:0004348
UMM-S7-18.9-mRNA-2	GO:0042302
UMM-S7-18.2-mRNA-1	GO:0005509
UMM-S7-18.53-mRNA-1	GO:0005509
UMM-S7-18.46-mRNA-1	GO:0042302
UMA-S7-18.34-mRNA-1	GO:0046872
UMA-S50-21.13-mRNA-1	GO:0046872
UMM-S13-7.20-mRNA-1	GO:0046872
UMM-S7-17.18-mRNA-1	GO:0016020
UMS-S7-17.47-mRNA-1	GO:0016020
UMM-S7-17.22-mRNA-1	GO:0016020
UMM-S7-18.0-mRNA-1	GO:0042302
UMM-S273-1.14-mRNA-1	GO:0042302
UMM-S7-17.20-mRNA-1	GO:0042302
UMM-S7-17.19-mRNA-1	GO:0016020
UMS-S2874-8.83-mRNA-1	GO:0004430
UMA-S7-16.14-mRNA-1	GO:0004430
UMM-S7-16.31-mRNA-1	GO:0003677
UMM-S7-16.34-mRNA-1	GO:0016020
UMM-S7-16.35-mRNA-1	GO:0016020
UMM-S7-16.29-mRNA-1	GO:0000289
UMM-S7-15.26-mRNA-1	GO:0004674
UMM-S7-15.24-mRNA-1	GO:0003924
UMM-S7-15.23-mRNA-1	GO:0016020
UMM-S7-14.67-mRNA-1	GO:0016853
UMS-S7-13.42-mRNA-1	GO:0022841
UMA-S7-13.0-mRNA-1	GO:0016020
UMM-S7-12.42-mRNA-1	GO:0003676
UMS-S7-33.58-mRNA-1	GO:0005509
UMM-S7-32.25-mRNA-1	GO:0005509
UMM-S7-12.36-mRNA-1	GO:0005509
UMM-S139-13.11-mRNA-1	GO:0016567
UMM-S7-11.4-mRNA-1	GO:0032021
UMA-S7-11.39-mRNA-1	GO:0006468
UMM-S7-11.43-mRNA-1	GO:0003824
UMM-S66-38.4-mRNA-1	GO:0016020
UMM-S7-11.49-mRNA-1	GO:0016020
UMM-S7-11.48-mRNA-1	GO:0016020
UMM-S7-11.40-mRNA-1	GO:0003677
UMM-S293-8.66-mRNA-1	GO:0003677
UMA-S7-10.11-mRNA-1	GO:0016021
UMM-S7-10.29-mRNA-1	GO:0016311
UMM-S7-10.35-mRNA-1	GO:0006811
UMM-S7-10.34-mRNA-1	GO:0016311
UMM-S233-4.36-mRNA-1	GO:0005524
UMM-S7-10.26-mRNA-1	GO:0005524
UMM-S233-10.49-mRNA-1	GO:0005524
UMS-S233-10.85-mRNA-1	GO:0005524
UMM-S7-10.21-mRNA-1	GO:0018105
UMM-S233-4.2-mRNA-1	GO:0018105
UMS-S7-9.23-mRNA-1	GO:0006644
UMM-S7-9.31-mRNA-1	GO:0016021
UMM-S2852-6.4-mRNA-1	GO:0003729
UMS-S2852-12.29-mRNA-1	GO:0003729
UMM-S60-16.27-mRNA-1	GO:0003729
UMM-S7-9.34-mRNA-1	GO:0003729
UMM-S7-8.37-mRNA-1	GO:0003746
UMM-S7-8.3-mRNA-1	GO:0016021
UMM-S7-8.34-mRNA-1	GO:0016021
UMM-S7-8.33-mRNA-1	GO:0006457
UMM-S66-5.50-mRNA-1	GO:0006457
UMM-S7-8.7-mRNA-1	GO:0071586
UMA-S66-13.21-mRNA-1	GO:0016020
UMM-S66-13.12-mRNA-1	GO:0000166
UMA-S7-7.23-mRNA-1	GO:0003899
UMM-S66-13.60-mRNA-1	GO:0003899
UMM-S7-7.45-mRNA-1	GO:0016020
UMM-S7-7.48-mRNA-1	GO:0030134
UMM-S7-7.47-mRNA-1	GO:0030544
UMM-S7-7.5-mRNA-1	GO:0006508
UMA-S7-7.13-mRNA-1	GO:1905905
UMA-S7-7.19-mRNA-1	GO:0048500
UMM-S7-7.38-mRNA-1	GO:0045211
UMM-S7-7.37-mRNA-1	GO:0030054
UMM-S245-7.46-mRNA-1	GO:0005634
UMM-S245-7.36-mRNA-1	GO:0007623
UMM-S245-7.47-mRNA-1	GO:0006508
UMM-S245-7.40-mRNA-1	GO:0008168
UMM-S245-7.49-mRNA-1	GO:0016020
UMM-S245-7.33-mRNA-1	GO:0016020
UMM-S245-7.61-mRNA-1	GO:0043005
UMM-S245-7.34-mRNA-1	GO:0003676
UMM-S2-0.22-mRNA-1	GO:0008270
UMA-S245-8.6-mRNA-1	GO:0008270
UMM-S2840-90.72-mRNA-1	GO:0008270
UMA-S245-8.9-mRNA-1	GO:0018105
UMS-S50-9.7-mRNA-1	GO:0018105
UMS-S259-15.53-mRNA-1	GO:0061158
UMM-S245-8.42-mRNA-1	GO:0061158
UMS-S245-8.62-mRNA-1	GO:0006784
UMM-S245-9.10-mRNA-2	GO:0061630
UMM-S245-9.13-mRNA-1	GO:0006607
UMM-S245-9.26-mRNA-1	GO:0016020
UMM-S2840-44.10-mRNA-1	GO:0016020
UMM-S245-9.35-mRNA-1	GO:0034220
UMA-S245-9.80-mRNA-1	GO:0046872
UMM-S60-41.64-mRNA-1	GO:0046872
UMM-S245-9.18-mRNA-1	GO:0006021
UMM-S245-9.28-mRNA-1	GO:0016746
UMM-S245-9.40-mRNA-1	GO:0044208
UMA-S245-9.75-mRNA-1	GO:0016021
UMM-S245-10.67-mRNA-1	GO:0055085
UMS-S245-10.38-mRNA-1	GO:0030695
UMM-S245-10.51-mRNA-4	GO:0022890
UMM-S245-10.70-mRNA-1	GO:0016020
UMM-S245-10.55-mRNA-2	GO:0016182
UMM-S245-10.56-mRNA-1	GO:0005509
UMM-S245-10.79-mRNA-1	GO:0005737
UMA-S245-10.12-mRNA-1	GO:0005856
UMS-S245-11.0-mRNA-1	GO:0005634
UMM-S245-11.43-mRNA-1	GO:0016020
UMM-S2838-33.15-mRNA-1	GO:0043005
UMM-S245-11.30-mRNA-1	GO:0034220
UMM-S245-11.31-mRNA-1	GO:0005623
UMS-S245-11.12-mRNA-1	GO:0016740
UMM-S245-11.24-mRNA-1	GO:0016740
UMM-S2840-43.34-mRNA-1	GO:0016788
UMM-S245-11.25-mRNA-1	GO:0016788
UMM-S41-2.23-mRNA-1	GO:0016021
UMM-S245-11.48-mRNA-1	GO:0016021
UMM-S245-11.49-mRNA-1	GO:0016020
UMM-S245-11.50-mRNA-1	GO:0005634
UMM-S245-12.28-mRNA-1	GO:0003677
UMM-S245-12.18-mRNA-1	GO:0003824
UMS-S245-12.52-mRNA-1	GO:0003755
UMS-S112-22.25-mRNA-1	GO:0000979
UMS-S245-12.59-mRNA-1	GO:0003676
UMS-S245-12.64-mRNA-1	GO:0016021
UMM-S245-12.29-mRNA-1	GO:0008528
UMA-S245-13.61-mRNA-1	GO:0047617
UMM-S245-13.2-mRNA-1	GO:0030433
UMM-S245-13.22-mRNA-1	GO:0003735
UMM-S245-13.23-mRNA-1	GO:0008340
UMM-S245-13.5-mRNA-1	GO:0008340
UMA-S245-13.69-mRNA-1	GO:0055114
UMM-S245-13.34-mRNA-2	GO:0016020
UMM-S245-13.26-mRNA-1	GO:0016021
UMM-S2840-95.7-mRNA-1	GO:0016021
UMM-S245-13.8-mRNA-1	GO:0016021
UMM-S325-3.0-mRNA-1	GO:0016021
UMM-S245-13.9-mRNA-1	GO:0005887
UMM-S245-13.10-mRNA-1	GO:0016787
UMM-S407-0.38-mRNA-1	GO:0016787
UMM-S245-13.11-mRNA-1	GO:0005856
UMM-S245-13.18-mRNA-1	GO:0035229
UMS-S196-12.33-mRNA-1	GO:0016021
UMM-S13-29.75-mRNA-1	GO:0016021
UMM-S41-61.69-mRNA-1	GO:0016021
UMM-S245-14.30-mRNA-1	GO:0016021
UMM-S245-14.23-mRNA-1	GO:0046872
UMM-S245-14.16-mRNA-1	GO:0005524
UMM-S245-14.33-mRNA-1	GO:0005886
UMM-S245-14.18-mRNA-1	GO:0003735
UMA-S245-14.60-mRNA-1	GO:0015301
UMS-S245-14.6-mRNA-1	GO:0003723
UMM-S245-14.46-mRNA-1	GO:0016020
UMM-S245-15.35-mRNA-1	GO:0007030
UMM-S2854-0.27-mRNA-2	GO:0044549
UMM-S50-15.27-mRNA-1	GO:0044549
UMM-S245-15.41-mRNA-1	GO:0005634
UMM-S2859-5.0-mRNA-1	GO:0005634
UMM-S245-15.42-mRNA-1	GO:0043105
UMA-S245-15.5-mRNA-1	GO:0016620
UMA-S245-15.13-mRNA-1	GO:0006139
UMM-S245-15.60-mRNA-1	GO:0006139
UMM-S245-15.38-mRNA-1	GO:0016844
UMM-S245-15.62-mRNA-1	GO:0006357
UMM-S245-15.39-mRNA-1	GO:0006811
UMM-S245-15.55-mRNA-1	GO:0030544
UMM-S245-16.63-mRNA-1	GO:0005654
UMM-S245-16.75-mRNA-1	GO:0034080
UMM-S394-1.95-mRNA-1	GO:0034080
UMM-S245-16.67-mRNA-1	GO:0008138
UMM-S245-16.69-mRNA-1	GO:0016021
UMM-S245-16.79-mRNA-3	GO:0016020
UMM-S245-16.60-mRNA-4	GO:0016020
UMA-S245-16.92-mRNA-1	GO:0008289
UMS-S245-17.82-mRNA-1	GO:0055114
UMM-S245-17.5-mRNA-1	GO:0055114
UMM-S245-17.63-mRNA-2	GO:0003824
UMM-S245-17.49-mRNA-1	GO:0055085
UMM-S245-17.64-mRNA-1	GO:0016491
UMA-S283-7.35-mRNA-1	GO:0016491
UMM-S50-4.51-mRNA-1	GO:0030586
UMM-S245-17.30-mRNA-1	GO:0005829
UMM-S323-0.2-mRNA-1	GO:0016021
UMM-S245-17.13-mRNA-1	GO:0016021
UMM-S2867-0.30-mRNA-1	GO:0016021
UMM-S245-17.33-mRNA-1	GO:0005634
UMS-S2840-28.66-mRNA-1	GO:0003735
UMM-S13-0.31-mRNA-1	GO:0005737
UMM-S469-1.71-mRNA-1	GO:0016021
UMM-S7-75.34-mRNA-1	GO:0016817
UMS-S413-0.27-mRNA-1	GO:0009143
UMM-S413-0.60-mRNA-1	GO:0019867
UMM-S2838-8.86-mRNA-1	GO:0005667
UMM-S2838-8.51-mRNA-1	GO:0051959
UMM-S2847-25.64-mRNA-1	GO:0005623
UMM-S2852-15.6-mRNA-1	GO:0003676
UMM-S2847-25.77-mRNA-1	GO:0003676
UMS-S2852-15.91-mRNA-1	GO:0003676
UMA-S60-25.28-mRNA-1	GO:0005886
UMA-S442-2.71-mRNA-1	GO:0032876
UMS-S2878-0.45-mRNA-1	GO:0016020
UMM-S2878-0.17-mRNA-1	GO:0016020
UMM-S2878-0.16-mRNA-1	GO:0038166
UMM-S2878-0.73-mRNA-1	GO:0046872
UMM-S2878-0.79-mRNA-1	GO:0016021
UMM-S2878-0.75-mRNA-1	GO:0043161
UMS-S293-0.31-mRNA-1	GO:0018105
UMM-S2840-89.41-mRNA-1	GO:0016021
UMM-S2-0.10-mRNA-1	GO:0016021
UMM-S293-0.59-mRNA-1	GO:0016021
UMM-S293-0.0-mRNA-1	GO:0006529
UMM-S293-0.11-mRNA-1	GO:0005793
UMM-S293-0.1-mRNA-1	GO:0052689
UMS-S293-0.35-mRNA-1	GO:0005509
UMM-S293-0.13-mRNA-1	GO:0003824
UMM-S293-0.58-mRNA-1	GO:0004553
UMA-S293-0.30-mRNA-1	GO:0005509
UMM-S293-1.5-mRNA-1	GO:0016021
UMM-S293-1.73-mRNA-1	GO:0005921
UMM-S293-1.67-mRNA-1	GO:0003677
UMS-S293-1.52-mRNA-1	GO:0043025
UMM-S293-1.17-mRNA-1	GO:0005829
UMM-S293-1.18-mRNA-1	GO:0045292
UMM-S293-1.19-mRNA-1	GO:0045292
UMM-S2854-13.9-mRNA-1	GO:0045292
UMA-S293-1.30-mRNA-1	GO:0016020
UMM-S293-1.20-mRNA-1	GO:0042383
UMS-S293-1.49-mRNA-1	GO:0016021
UMM-S293-2.11-mRNA-1	GO:0051260
UMM-S293-2.12-mRNA-1	GO:0006751
UMM-S293-2.13-mRNA-1	GO:0017049
UMM-S293-2.2-mRNA-1	GO:0005509
UMM-S2866-1.5-mRNA-1	GO:0005509
UMM-S293-2.14-mRNA-1	GO:0016020
UMS-S293-2.52-mRNA-1	GO:0016491
UMM-S293-2.5-mRNA-1	GO:0005634
UMM-S293-2.15-mRNA-1	GO:0016021
UMM-S293-2.7-mRNA-1	GO:0005634
UMM-S293-2.8-mRNA-1	GO:0005794
UMM-S293-2.18-mRNA-1	GO:0005737
UMM-S293-2.9-mRNA-1	GO:0004402
UMM-S293-3.6-mRNA-1	GO:0016021
UMM-S293-3.7-mRNA-1	GO:0016020
UMM-S293-3.8-mRNA-1	GO:0016020
UMS-S293-3.72-mRNA-1	GO:0006508
UMM-S293-3.13-mRNA-1	GO:0005887
UMM-S293-3.1-mRNA-1	GO:0005992
UMM-S293-3.2-mRNA-1	GO:0016021
UMA-S293-3.33-mRNA-1	GO:0005509
UMM-S293-3.5-mRNA-1	GO:0016021
UMM-S2859-12.0-mRNA-1	GO:0016021
UMA-S293-3.34-mRNA-1	GO:0003712
UMM-S293-4.37-mRNA-1	GO:0000138
UMM-S293-4.47-mRNA-1	GO:0016021
UMM-S293-4.1-mRNA-1	GO:0016021
UMM-S293-4.49-mRNA-1	GO:0016020
UMM-S293-4.51-mRNA-1	GO:0016020
UMA-S293-4.26-mRNA-1	GO:0005524
UMM-S293-4.18-mRNA-1	GO:0016021
UMA-S13-7.13-mRNA-1	GO:0016021
UMM-S13-8.57-mRNA-1	GO:0016021
UMM-S293-4.8-mRNA-1	GO:0004970
UMA-S233-19.61-mRNA-1	GO:0032958
UMM-S293-4.9-mRNA-1	GO:0032958
UMM-S293-4.10-mRNA-1	GO:0016020
UMA-S293-4.36-mRNA-1	GO:0016020
UMS-S293-5.34-mRNA-1	GO:0006508
UMM-S112-11.22-mRNA-1	GO:0046983
UMA-S293-5.18-mRNA-1	GO:0004970
UMM-S71-2.33-mRNA-1	GO:0004970
UMM-S293-5.64-mRNA-1	GO:0046872
UMM-S293-5.10-mRNA-1	GO:0000381
UMS-S293-5.38-mRNA-1	GO:0003676
UMM-S293-5.4-mRNA-1	GO:0016020
UMS-S293-5.47-mRNA-1	GO:0005737
UMM-S293-5.78-mRNA-1	GO:0016746
UMM-S293-5.6-mRNA-1	GO:0016021
UMM-S293-6.10-mRNA-2	GO:0005623
UMM-S293-6.11-mRNA-1	GO:0000302
UMM-S13-6.20-mRNA-1	GO:0004843
UMM-S293-6.13-mRNA-1	GO:0004843
UMM-S293-6.1-mRNA-1	GO:0048038
UMS-S293-6.67-mRNA-1	GO:0006096
UMM-S293-6.49-mRNA-1	GO:0005543
UMM-S293-7.65-mRNA-1	GO:0005737
UMM-S293-7.45-mRNA-4	GO:0007165
UMM-S293-7.54-mRNA-1	GO:0005094
UMM-S293-7.55-mRNA-1	GO:0016020
UMM-S293-7.67-mRNA-1	GO:0006886
UMM-S293-7.56-mRNA-1	GO:0018401
UMM-S293-7.58-mRNA-1	GO:0046872
UMS-S293-7.15-mRNA-1	GO:0090494
UMM-S293-7.69-mRNA-1	GO:0016020
UMM-S2840-1.68-mRNA-1	GO:0016020
UMM-S293-7.62-mRNA-1	GO:0032467
UMM-S293-7.71-mRNA-1	GO:0006543
UMM-S293-7.73-mRNA-1	GO:0005230
UMM-S293-8.55-mRNA-1	GO:0005254
UMA-S293-8.44-mRNA-1	GO:0030424
UMA-S293-9.65-mRNA-1	GO:0016020
UMM-S293-9.77-mRNA-1	GO:0005783
UMM-S293-9.6-mRNA-2	GO:0044249
UMM-S293-9.80-mRNA-1	GO:0016021
UMM-S66-32.35-mRNA-1	GO:0016021
UMM-S293-9.81-mRNA-1	GO:0018024
UMS-S293-9.41-mRNA-1	GO:0055114
UMM-S293-9.83-mRNA-1	GO:0016020
UMM-S293-9.94-mRNA-1	GO:0019722
UMS-S196-24.36-mRNA-1	GO:0019722
UMM-S293-10.0-mRNA-1	GO:0008289
UMM-S13-94.106-mRNA-1	GO:0005840
UMM-S413-2.82-mRNA-1	GO:0005840
